Renda,Idade,Tipo_Emprego,Peso_Amostral,Escolaridade,Escolaridade_Anos,Estado_Civil,Ocupacao,Papel_Familiar,Raca,Genero,Ganho_Capital,Perda_Capital,Horas_por_Semana,Pais_Origem
Acima_50k,65,,240857,Graduacao,13,Casado,,Marido,Branca,Masculino,0,2377,40,EUA
Ate_50k,52,Privado,222405,Medio_Completo,9,Casado,Vendas,Marido,Preta,Masculino,0,2377,40,EUA
Ate_50k,40,Empresario,110862,Tecnologo,12,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,2377,50,EUA
Acima_50k,68,,257269,Graduacao,13,Casado,,Marido,Branca,Masculino,0,2377,35,EUA
Ate_50k,21,Privado,377931,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,2377,48,EUA
Ate_50k,35,Privado,192923,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,2377,40,EUA
Acima_50k,70,Empresario,207938,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,2377,50,EUA
Ate_50k,61,Autonomo,36671,Medio_Completo,9,Casado,Agricultura_Pesca,Marido,Branca,Masculino,0,2352,50,EUA
Ate_50k,65,Empresario,81413,Medio_Completo,9,Casado,Agricultura_Pesca,Marido,Branca,Masculino,0,2352,65,EUA
Ate_50k,46,Privado,214955,Fundamental_5a6,3,Divorciado,Reparos_Manuais,Fora_da_Familia,Branca,Feminino,0,2339,45,EUA
Ate_50k,26,Gov_Local,166295,Graduacao,13,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,2339,55,EUA
Ate_50k,59,Gov_Local,147707,Medio_Completo,9,Viuvo,Agricultura_Pesca,Nao_Casado,Branca,Masculino,0,2339,40,EUA
Ate_50k,61,Privado,43554,Fundamental_5a6,3,Solteiro,Auxiliar_Limpeza,Fora_da_Familia,Preta,Masculino,0,2339,40,EUA
Ate_50k,60,Gov_Estadual,358893,Graduacao,13,Divorciado,Profissional_Especializado,Fora_da_Familia,Branca,Feminino,0,2339,40,EUA
Ate_50k,49,Empresario,141058,Superior_Incompleto,10,Divorciado,Executivo_Gerencia,Fora_da_Familia,Branca,Masculino,0,2339,50,EUA
Ate_50k,34,Privado,25322,Graduacao,13,Casado_Ausente,Operador_Maquina,Fora_da_Familia,Asiatica,Masculino,0,2339,40,
Ate_50k,25,Privado,77071,Graduacao,13,Solteiro,Profissional_Especializado,Filho,Branca,Feminino,0,2339,35,EUA
Ate_50k,55,Privado,158702,Superior_Incompleto,10,Solteiro,Administrativo,Fora_da_Familia,Preta,Feminino,0,2339,45,
Ate_50k,59,Gov_Local,171328,Medio_Completo,9,Separado,Seguranca,Outro_Parente,Preta,Feminino,0,2339,40,EUA
Ate_50k,28,Gov_Estadual,381789,Superior_Incompleto,10,Separado,Executivo_Gerencia,Filho,Branca,Masculino,0,2339,40,EUA
Ate_50k,43,,152569,Tecnico,11,Viuvo,,Fora_da_Familia,Branca,Feminino,0,2339,36,EUA
Ate_50k,56,Autonomo,346635,Mestrado,14,Divorciado,Vendas,Nao_Casado,Branca,Feminino,0,2339,60,EUA
Ate_50k,41,Privado,162140,Medio_Completo,9,Divorciado,Reparos_Manuais,Fora_da_Familia,Branca,Masculino,0,2339,40,EUA
Ate_50k,42,Privado,191765,Medio_Completo,9,Solteiro,Administrativo,Outro_Parente,Preta,Feminino,0,2339,40,Trinidad_Tobago
Ate_50k,28,Privado,251905,Especializacao,15,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,2339,40,Canada
Ate_50k,40,Autonomo,33310,Especializacao,15,Divorciado,Servicos_Gerais,Fora_da_Familia,Branca,Feminino,0,2339,35,EUA
Acima_50k,69,Privado,228921,Graduacao,13,Viuvo,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,2282,40,EUA
Ate_50k,66,Gov_Local,36364,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,2267,40,EUA
Ate_50k,69,Privado,124930,Fundamental_5a6,3,Casado,Operador_Maquina,Marido,Branca,Masculino,0,2267,40,EUA
Ate_50k,55,Gov_Local,176046,Mestrado,14,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,2267,40,EUA
Ate_50k,57,Gov_Federal,370890,Medio_Completo,9,Solteiro,Administrativo,Fora_da_Familia,Branca,Masculino,0,2258,40,EUA
Ate_50k,20,Autonomo,157145,Superior_Incompleto,10,Solteiro,Agricultura_Pesca,Filho,Branca,Masculino,0,2258,10,EUA
Ate_50k,33,Privado,288825,Medio_Completo,9,Divorciado,Reparos_Manuais,Fora_da_Familia,Branca,Masculino,0,2258,84,EUA
Ate_50k,30,Autonomo,257295,Superior_Incompleto,10,Solteiro,Vendas,Outro_Parente,Asiatica,Masculino,0,2258,40,Coreia_Sul
Ate_50k,40,Privado,287983,Graduacao,13,Solteiro,Suporte_Tecnico,Fora_da_Familia,Asiatica,Feminino,0,2258,48,Filipinas
Acima_50k,38,Privado,101978,Superior_Incompleto,10,Separado,Operador_Maquina,Fora_da_Familia,Branca,Masculino,0,2258,55,EUA
Acima_50k,46,Gov_Estadual,192779,Tecnologo,12,Divorciado,Administrativo,Nao_Casado,Branca,Masculino,0,2258,38,EUA
Acima_50k,29,Privado,135296,Graduacao,13,Solteiro,Executivo_Gerencia,Fora_da_Familia,Branca,Feminino,0,2258,45,EUA
Ate_50k,57,Gov_Federal,199114,Graduacao,13,Solteiro,Administrativo,Fora_da_Familia,Branca,Masculino,0,2258,40,EUA
Acima_50k,39,Privado,156897,Medio_Completo,9,Solteiro,Reparos_Manuais,Filho,Branca,Masculino,0,2258,42,EUA
Acima_50k,47,Privado,138107,Graduacao,13,Divorciado,Executivo_Gerencia,Fora_da_Familia,Branca,Masculino,0,2258,40,EUA
Acima_50k,26,Privado,279833,Graduacao,13,Solteiro,Executivo_Gerencia,Fora_da_Familia,Branca,Masculino,0,2258,45,EUA
Ate_50k,27,Autonomo,208577,Medio_Completo,9,Solteiro,Reparos_Manuais,Fora_da_Familia,Branca,Masculino,0,2258,50,EUA
Acima_50k,23,Privado,102942,Graduacao,13,Solteiro,Profissional_Especializado,Filho,Branca,Feminino,0,2258,40,EUA
Ate_50k,34,Privado,36385,Mestrado,14,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Masculino,0,2258,50,EUA
Ate_50k,33,Privado,176185,Medio_3,8,Divorciado,Reparos_Manuais,Fora_da_Familia,Branca,Masculino,0,2258,42,EUA
Ate_50k,38,Gov_Local,162613,Mestrado,14,Solteiro,Profissional_Especializado,Fora_da_Familia,Branca,Feminino,0,2258,60,EUA
Acima_50k,57,Privado,121362,Superior_Incompleto,10,Viuvo,Administrativo,Nao_Casado,Branca,Feminino,0,2258,38,EUA
Ate_50k,36,Privado,145933,Medio_Completo,9,Solteiro,Executivo_Gerencia,Fora_da_Familia,Branca,Masculino,0,2258,70,EUA
Acima_50k,44,Gov_Federal,29591,Graduacao,13,Divorciado,Suporte_Tecnico,Fora_da_Familia,Branca,Masculino,0,2258,40,EUA
Acima_50k,49,Gov_Estadual,269417,Doutorado,16,Solteiro,Executivo_Gerencia,Fora_da_Familia,Branca,Feminino,0,2258,50,EUA
Ate_50k,44,Empresario,178510,Superior_Incompleto,10,Solteiro,Vendas,Fora_da_Familia,Branca,Masculino,0,2258,60,EUA
Acima_50k,55,Privado,41108,Superior_Incompleto,10,Viuvo,Agricultura_Pesca,Fora_da_Familia,Branca,Masculino,0,2258,62,EUA
Acima_50k,45,Privado,187901,Medio_Completo,9,Divorciado,Agricultura_Pesca,Fora_da_Familia,Branca,Masculino,0,2258,44,EUA
Acima_50k,48,Privado,175070,Medio_Completo,9,Divorciado,Executivo_Gerencia,Fora_da_Familia,Branca,Feminino,0,2258,40,EUA
Acima_50k,31,Privado,263561,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,2246,45,EUA
Acima_50k,55,Gov_Local,99131,Medio_Completo,9,Casado,Profissional_Especializado,Outro_Parente,Branca,Feminino,0,2246,40,EUA
Acima_50k,70,Autonomo,143833,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,2246,40,EUA
Acima_50k,70,Autonomo,124449,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,2246,8,EUA
Acima_50k,73,Privado,336007,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,2246,40,EUA
Acima_50k,72,Autonomo,285408,Especializacao,15,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,2246,28,EUA
Ate_50k,31,Privado,327825,Medio_Completo,9,Separado,Operador_Maquina,Nao_Casado,Branca,Feminino,0,2238,40,EUA
Ate_50k,28,Privado,129460,Medio_1,6,Viuvo,Administrativo,Nao_Casado,Branca,Feminino,0,2238,35,EUA
Acima_50k,23,Autonomo,258298,Graduacao,13,Solteiro,Administrativo,Filho,Branca,Masculino,0,2231,40,EUA
Acima_50k,49,Gov_Local,102359,Fundamental_9,5,Viuvo,Auxiliar_Limpeza,Nao_Casado,Branca,Masculino,0,2231,40,EUA
Acima_50k,27,Gov_Local,92431,Superior_Incompleto,10,Solteiro,Seguranca,Fora_da_Familia,Branca,Masculino,0,2231,40,EUA
Ate_50k,90,Privado,51744,Medio_Completo,9,Solteiro,Servicos_Gerais,Fora_da_Familia,Preta,Masculino,0,2206,40,EUA
Ate_50k,68,Privado,166149,Medio_Completo,9,Viuvo,Administrativo,Fora_da_Familia,Branca,Feminino,0,2206,30,EUA
Ate_50k,65,Privado,149811,Medio_Completo,9,Divorciado,Administrativo,Nao_Casado,Branca,Feminino,0,2206,59,Canada
Ate_50k,65,,143118,Medio_Completo,9,Viuvo,,Nao_Casado,Branca,Feminino,0,2206,10,EUA
Ate_50k,67,Privado,118363,Graduacao,13,Divorciado,Executivo_Gerencia,Fora_da_Familia,Branca,Feminino,0,2206,5,EUA
Ate_50k,66,Gov_Local,362165,Graduacao,13,Viuvo,Profissional_Especializado,Fora_da_Familia,Preta,Feminino,0,2206,25,EUA
Ate_50k,24,Privado,379066,Superior_Incompleto,10,Solteiro,Administrativo,Fora_da_Familia,Branca,Masculino,0,2205,24,EUA
Ate_50k,44,Autonomo,171424,Superior_Incompleto,10,Divorciado,Operador_Maquina,Fora_da_Familia,Branca,Masculino,0,2205,35,EUA
